hole_high,hole_low,suited,pocket_pair,street,num_opponents,hand_class,normalized_strength,win_pct,tie_pct,loss_pct
9,8,0,0,4,1,9,0.0161,34.6,0.4,65.0
11,10,1,0,0,8,0,0.0,16.2,2.8,81.0
9,8,0,0,4,8,3,0.9689,93.6,4.4,2.0
6,2,1,0,0,7,0,0.0,9.8,1.8,88.4
7,7,0,1,4,8,8,0.3223,8.0,4.2,87.8
14,7,1,0,3,7,8,0.2253,3.2,1.6,95.2
11,5,1,0,5,6,8,0.4573,0.2,0.4,99.4
12,8,0,0,0,4,0,0.0,19.2,1.4,79.4
5,2,1,0,0,7,0,0.0,11.4,3.0,85.6
14,6,0,0,5,3,8,0.4656,6.2,3.0,90.8
14,12,0,0,5,6,8,0.5537,33.0,1.4,65.6
14,3,0,0,0,2,0,0.0,37.4,3.4,59.2
14,2,1,0,4,2,8,0.3468,23.8,6.0,70.2
8,3,0,0,0,8,0,0.0,5.0,1.4,93.6
10,8,1,0,3,7,8,0.4209,18.6,3.2,78.2
11,9,0,0,5,5,7,0.6147,14.2,9.0,76.8
13,2,0,0,3,1,9,0.0619,32.2,4.2,63.6
9,8,0,0,0,8,0,0.0,10.0,2.6,87.4
13,10,0,0,5,2,8,0.3771,21.0,0.6,78.4
7,4,0,0,5,2,9,0.0419,0.0,0.0,100.0
8,3,1,0,0,7,0,0.0,12.2,1.4,86.4
6,2,0,0,0,4,0,0.0,9.4,3.0,87.6
10,2,0,0,5,7,9,0.06,0.0,0.0,100.0
7,4,0,0,0,3,0,0.0,17.8,3.4,78.8
10,6,0,0,3,5,6,0.6726,5.4,8.4,86.2
10,5,0,0,5,4,7,0.6009,64.8,0.4,34.8
13,7,0,0,0,2,0,0.0,35.4,3.2,61.4
14,5,0,0,4,1,7,0.656,79.8,5.4,14.8
5,3,0,0,5,6,9,0.1028,0.0,0.0,100.0
6,2,0,0,4,1,9,0.0712,12.6,1.2,86.2
14,4,0,0,0,4,0,0.0,19.6,2.6,77.8
3,2,0,0,3,2,9,0.0966,4.4,6.8,88.8
14,2,0,0,5,6,8,0.1979,1.0,0.0,99.0
12,7,1,0,3,2,8,0.3341,49.0,1.0,50.0
9,9,0,1,0,4,0,0.0,29.0,1.2,69.8
11,6,1,0,5,3,7,0.6425,39.4,1.0,59.6
7,7,0,1,0,3,0,0.0,34.0,1.4,64.6
10,9,1,0,0,5,0,0.0,16.6,3.0,80.4
12,6,0,0,3,6,9,0.0481,3.8,1.6,94.6
9,7,0,0,0,8,0,0.0,9.0,2.4,88.6
7,6,1,0,5,1,9,0.0769,6.6,0.6,92.8
12,8,0,0,4,5,9,0.046,4.8,0.2,95.0
12,7,0,0,5,5,5,0.7853,47.2,46.2,6.6
10,7,0,0,5,7,8,0.4275,2.2,0.2,97.6
9,3,0,0,3,2,8,0.378,52.0,4.4,43.6
8,4,0,0,5,2,7,0.6392,27.0,4.8,68.2
13,11,0,0,4,6,8,0.4558,40.0,2.2,57.8
8,7,1,0,5,7,8,0.4514,0.0,0.0,100.0
11,9,1,0,5,8,8,0.4938,0.0,0.0,100.0
7,2,0,0,4,5,8,0.2883,0.6,3.2,96.2
12,6,0,0,4,1,7,0.5894,30.0,24.0,46.0
12,10,1,0,4,3,6,0.7487,83.4,4.0,12.6
13,3,0,0,5,1,8,0.4847,33.0,5.4,61.6
14,10,0,0,5,5,9,0.1488,0.4,0.0,99.6
9,4,0,0,0,1,0,0.0,40.2,4.4,55.4
8,6,0,0,4,5,8,0.2431,6.2,1.2,92.6
13,11,0,0,5,2,8,0.5173,77.4,1.8,20.8
14,6,0,0,3,6,9,0.1352,2.4,1.8,95.8
11,9,0,0,3,4,8,0.4034,30.4,3.6,66.0
13,10,0,0,5,8,7,0.6423,13.4,0.6,86.0
6,5,0,0,4,1,8,0.2534,18.6,8.6,72.8
12,6,1,0,0,5,0,0.0,16.2,2.8,81.0
8,3,0,0,0,5,0,0.0,9.2,2.6,88.2
11,7,1,0,3,2,9,0.1312,21.6,2.2,76.2
8,7,0,0,0,7,0,0.0,10.0,4.0,86.0
10,5,0,0,0,1,0,0.0,44.8,2.8,52.4
8,3,1,0,4,5,9,0.0153,4.4,3.4,92.2
14,2,0,0,4,4,8,0.3718,4.4,4.0,91.6
12,10,0,0,0,2,0,0.0,37.8,2.4,59.8
12,10,0,0,5,8,9,0.143,0.0,0.0,100.0
12,6,1,0,4,6,7,0.6278,53.8,1.8,44.4
8,2,0,0,0,2,0,0.0,19.0,4.8,76.2
13,7,0,0,3,2,9,0.1697,25.8,9.2,65.0
10,7,0,0,0,6,0,0.0,12.6,3.0,84.4
5,5,0,1,0,5,0,0.0,19.8,1.4,78.8
6,4,1,0,5,4,8,0.4863,0.0,0.0,100.0
10,4,0,0,0,2,0,0.0,19.8,3.2,77.0
12,7,1,0,5,2,8,0.4847,56.4,1.2,42.4
9,4,0,0,4,3,8,0.4133,5.8,0.6,93.6
9,9,0,1,0,4,0,0.0,32.2,0.6,67.2
12,3,0,0,5,8,7,0.6236,50.4,1.6,48.0
10,3,0,0,5,3,8,0.4323,35.2,3.2,61.6
11,10,0,0,0,8,0,0.0,10.4,2.2,87.4
8,3,0,0,3,8,7,0.6445,6.6,4.8,88.6
9,3,0,0,4,8,7,0.5878,37.6,1.4,61.0
9,6,0,0,0,4,0,0.0,14.6,3.4,82.0
14,3,0,0,5,6,7,0.6398,0.6,3.2,96.2
7,4,1,0,3,4,8,0.3458,18.8,5.2,76.0
14,7,1,0,3,7,9,0.1186,9.4,2.6,88.0
3,3,0,1,5,1,3,0.9595,97.4,0.0,2.6
13,11,0,0,4,3,9,0.0848,8.8,0.8,90.4
14,4,0,0,5,3,8,0.2581,1.2,0.0,98.8
10,3,0,0,0,8,0,0.0,5.0,2.2,92.8
6,2,0,0,0,3,0,0.0,13.0,2.2,84.8
14,12,0,0,3,3,8,0.5243,27.0,5.6,67.4
13,2,1,0,5,4,8,0.2589,1.4,1.6,97.0
5,4,1,0,0,1,0,0.0,40.8,6.2,53.0
8,5,0,0,5,2,9,0.1479,2.0,1.8,96.2
9,7,0,0,4,4,8,0.3372,20.8,1.0,78.2
6,3,0,0,3,5,9,0.1013,1.6,1.4,97.0
9,9,0,1,0,6,0,0.0,19.4,0.8,79.8
13,8,0,0,0,6,0,0.0,13.4,2.0,84.6
13,6,0,0,5,6,4,0.8695,73.0,0.0,27.0
9,8,1,0,5,2,7,0.5956,52.4,0.4,47.2
5,3,1,0,4,4,8,0.5133,1.0,1.0,98.0
10,10,0,1,3,8,8,0.4295,12.6,0.4,87.0
9,5,0,0,5,2,5,0.7844,64.0,21.4,14.6
11,2,0,0,4,4,7,0.6158,27.2,8.4,64.4
13,3,0,0,4,6,8,0.5147,25.2,6.2,68.6
9,8,0,0,3,2,9,0.0572,22.4,2.6,75.0
14,8,1,0,5,5,7,0.6614,74.2,1.6,24.2
8,3,0,0,4,3,8,0.2183,18.2,0.8,81.0
11,8,0,0,3,6,9,0.0241,8.0,0.6,91.4
11,4,0,0,0,6,0,0.0,8.6,4.2,87.2
9,5,0,0,3,7,9,0.0682,13.8,2.4,83.8
6,3,0,0,0,5,0,0.0,8.4,2.6,89.0
11,2,0,0,4,2,7,0.5834,8.4,18.4,73.2
4,3,0,0,3,8,9,0.1268,1.6,0.0,98.4
13,10,0,0,5,3,8,0.4067,6.8,5.6,87.6
13,9,1,0,0,4,0,0.0,26.0,2.4,71.6
14,4,0,0,0,2,0,0.0,36.0,3.6,60.4
13,11,0,0,5,2,7,0.6691,78.6,1.4,20.0
12,3,0,0,3,3,8,0.3307,10.2,3.6,86.2
9,3,0,0,5,5,8,0.3039,0.0,0.0,100.0
11,3,0,0,3,6,8,0.4483,16.8,3.6,79.6
10,9,0,0,0,5,0,0.0,16.4,2.8,80.8
10,9,0,0,0,6,0,0.0,15.8,2.8,81.4
8,2,0,0,3,4,9,0.0355,2.0,1.0,97.0
14,9,1,0,3,4,8,0.4914,38.4,4.4,57.2
9,9,0,1,3,3,8,0.401,38.4,0.2,61.4
8,4,0,0,0,8,0,0.0,5.4,2.8,91.8
13,5,0,0,4,5,9,0.0964,3.2,2.4,94.4
10,9,0,0,3,5,8,0.4259,26.6,2.6,70.8
3,2,0,0,4,6,9,0.1159,6.8,0.6,92.6
6,3,1,0,5,3,8,0.3104,16.8,2.0,81.2
13,11,0,0,4,8,8,0.5113,23.6,3.4,73.0
10,2,1,0,4,1,9,0.0462,14.0,2.2,83.8
13,3,0,0,3,7,8,0.2214,15.6,3.0,81.4
7,4,0,0,0,2,0,0.0,24.8,3.2,72.0
8,5,1,0,0,6,0,0.0,12.4,2.2,85.4
10,9,0,0,5,5,9,0.1001,0.0,0.0,100.0
12,10,0,0,5,1,8,0.3184,45.0,9.2,45.8
14,7,0,0,0,7,0,0.0,7.8,2.0,90.2
14,7,1,0,0,8,0,0.0,13.4,3.0,83.6
8,5,0,0,4,1,7,0.6126,61.4,4.0,34.6
4,3,1,0,4,4,5,0.7848,14.8,25.4,59.8
12,6,0,0,4,2,9,0.0422,18.2,4.8,77.0
12,12,0,1,0,1,0,0.0,83.6,0.4,16.0
10,3,0,0,5,8,9,0.086,0.0,0.0,100.0
11,9,1,0,0,5,0,0.0,20.8,2.6,76.6
12,7,1,0,5,5,8,0.3466,11.8,0.8,87.4
14,8,0,0,4,1,9,0.1404,47.4,4.0,48.6
13,6,0,0,0,2,0,0.0,32.4,3.4,64.2
12,9,1,0,0,7,0,0.0,16.0,2.8,81.2
5,3,1,0,5,2,8,0.22,13.8,1.8,84.4
11,6,0,0,4,2,9,0.1329,16.8,7.0,76.2
10,2,1,0,3,2,8,0.4105,47.4,4.0,48.6
14,13,0,0,0,2,0,0.0,49.8,1.6,48.6
9,5,0,0,0,2,0,0.0,24.8,3.4,71.8
14,7,0,0,4,6,9,0.1536,1.2,0.4,98.4
11,5,0,0,4,1,8,0.2978,28.4,3.8,67.8
14,11,0,0,3,7,9,0.1313,9.6,2.6,87.8
10,6,0,0,3,5,9,0.1425,3.0,1.6,95.4
12,5,0,0,5,2,9,0.104,2.8,2.4,94.8
6,3,0,0,5,6,7,0.5761,1.6,2.2,96.2
10,9,1,0,4,2,8,0.245,16.6,3.0,80.4
8,5,0,0,0,7,0,0.0,5.4,1.4,93.2
14,7,0,0,4,5,8,0.3479,18.0,1.4,80.6
9,7,0,0,3,3,9,0.1687,6.6,4.6,88.8
13,3,0,0,5,8,8,0.1895,0.0,0.0,100.0
13,2,1,0,4,6,9,0.0823,0.8,0.0,99.2
14,14,0,1,0,7,0,0.0,36.8,1.0,62.2
13,11,0,0,3,3,8,0.5232,33.4,3.4,63.2
10,7,0,0,4,1,9,0.1048,38.4,7.4,54.2
10,8,0,0,4,6,9,0.03,10.2,0.4,89.4
11,4,0,0,3,1,9,0.0197,31.8,2.6,65.6
5,2,0,0,4,2,5,0.7844,91.8,4.2,4.0
8,8,0,1,5,8,7,0.6455,0.6,0.0,99.4
14,4,1,0,3,3,9,0.1155,41.0,1.4,57.6
14,9,0,0,0,2,0,0.0,41.8,2.0,56.2
12,10,1,0,0,8,0,0.0,12.0,2.8,85.2
13,3,0,0,4,1,8,0.3768,41.2,9.4,49.4
7,2,0,0,0,7,0,0.0,7.2,2.8,90.0
14,8,0,0,3,4,9,0.1624,10.8,2.6,86.6
5,2,0,0,4,5,8,0.2935,1.8,1.8,96.4
4,2,0,0,4,3,8,0.2527,17.4,4.0,78.6
5,2,0,0,5,4,9,0.058,0.0,0.0,100.0
5,3,0,0,4,1,8,0.2225,44.2,4.4,51.4
14,5,0,0,4,2,9,0.1545,24.2,1.4,74.4
10,3,0,0,3,4,9,0.1185,5.2,2.2,92.6
11,6,1,0,4,8,9,0.0314,0.8,0.0,99.2
5,2,0,0,4,6,7,0.5552,4.2,2.0,93.8
13,11,0,0,5,2,7,0.6454,69.6,1.6,28.8
5,3,0,0,3,3,8,0.2645,26.0,4.2,69.8
13,12,0,0,5,3,9,0.0937,0.4,0.6,99.0
11,7,0,0,3,3,9,0.0821,11.4,3.0,85.6
5,2,0,0,5,4,9,0.1016,0.0,0.0,100.0
10,5,0,0,3,2,8,0.2814,41.6,4.0,54.4
13,3,1,0,3,6,9,0.0835,4.6,2.2,93.2
8,5,1,0,0,8,0,0.0,12.2,1.6,86.2
14,14,0,1,5,8,7,0.6528,31.4,0.0,68.6
13,9,0,0,3,2,9,0.1541,22.8,3.2,74.0
11,2,0,0,3,5,9,0.0307,5.2,1.4,93.4
10,8,0,0,5,5,5,0.7853,88.4,4.8,6.8
4,4,0,1,0,1,0,0.0,57.2,1.8,41.0
9,5,0,0,0,6,0,0.0,10.6,2.0,87.4
14,11,0,0,5,4,9,0.1631,0.0,0.0,100.0
8,2,1,0,0,4,0,0.0,16.4,1.4,82.2
13,5,0,0,3,4,9,0.1036,9.6,5.4,85.0
11,10,0,0,3,5,9,0.1313,7.4,0.8,91.8
13,5,0,0,5,1,7,0.591,42.2,0.0,57.8
5,2,0,0,3,6,9,0.0901,2.6,1.2,96.2
7,6,0,0,5,4,9,0.1312,0.0,0.0,100.0
7,2,0,0,0,6,0,0.0,8.2,1.0,90.8
10,7,0,0,0,1,0,0.0,46.0,4.6,49.4
12,11,1,0,3,3,8,0.4806,57.2,2.6,40.2
14,3,0,0,0,5,0,0.0,11.4,3.6,85.0
7,7,0,1,0,6,0,0.0,17.2,1.0,81.8
7,4,0,0,0,6,0,0.0,8.6,3.6,87.8
14,13,0,0,4,6,7,0.6691,41.4,2.4,56.2
12,11,1,0,5,5,8,0.1871,0.0,0.0,100.0
7,3,0,0,3,4,9,0.0616,4.8,1.0,94.2
7,5,0,0,0,1,0,0.0,37.2,4.2,58.6
12,10,0,0,3,3,9,0.1415,12.2,0.8,87.0
8,4,1,0,4,4,8,0.246,6.4,3.0,90.6
14,2,0,0,0,8,0,0.0,8.2,1.6,90.2
10,2,0,0,5,7,9,0.0993,0.0,0.0,100.0
9,4,0,0,0,2,0,0.0,23.4,3.2,73.4
11,3,0,0,4,8,9,0.0552,0.4,0.0,99.6
10,7,1,0,4,2,7,0.5977,56.2,5.4,38.4
5,2,0,0,0,2,0,0.0,20.2,4.0,75.8
12,2,0,0,0,1,0,0.0,41.4,5.2,53.4
7,6,1,0,4,4,8,0.2999,30.2,1.2,68.6
7,6,0,0,3,3,9,0.0654,19.0,1.6,79.4
9,8,0,0,5,7,9,0.1217,0.0,0.0,100.0
9,3,0,0,3,3,9,0.022,9.4,1.6,89.0
6,3,0,0,0,8,0,0.0,6.0,1.8,92.2
10,4,0,0,5,3,8,0.3381,0.4,0.6,99.0
8,5,1,0,5,3,8,0.3767,3.6,0.6,95.8
5,2,0,0,0,2,0,0.0,23.4,2.8,73.8
11,9,0,0,3,2,9,0.1638,18.0,3.4,78.6
3,2,1,0,0,1,0,0.0,29.0,7.4,63.6
13,9,0,0,5,2,7,0.6462,83.6,1.8,14.6
12,8,1,0,3,6,8,0.2812,1.0,1.2,97.8
8,7,0,0,5,5,8,0.5516,0.0,0.0,100.0
4,3,0,0,3,6,8,0.2242,7.4,2.0,90.6
14,9,1,0,0,8,0,0.0,15.8,3.6,80.6
13,11,0,0,5,3,6,0.7577,90.2,0.8,9.0
10,9,0,0,5,1,8,0.4216,74.0,0.8,25.2
11,8,1,0,3,4,9,0.0255,27.6,6.0,66.4
10,6,0,0,3,1,9,0.0095,26.8,2.2,71.0
4,3,0,0,0,1,0,0.0,31.8,5.8,62.4
3,2,1,0,3,4,8,0.3822,26.8,1.2,72.0
12,8,0,0,0,3,0,0.0,23.2,3.2,73.6
12,7,0,0,5,4,6,0.7101,0.4,0.0,99.6
6,4,1,0,3,1,9,0.0043,57.6,2.6,39.8
10,3,0,0,5,8,9,0.0461,0.0,0.0,100.0
9,5,0,0,4,8,6,0.7325,52.4,10.2,37.4
14,11,0,0,5,8,6,0.7814,53.4,1.6,45.0
3,2,0,0,0,1,0,0.0,30.0,6.0,64.0
7,4,0,0,4,6,9,0.0016,8.2,6.8,85.0
8,2,1,0,0,7,0,0.0,8.0,2.2,89.8
14,12,0,0,5,1,7,0.6573,88.0,1.6,10.4
9,6,1,0,5,6,8,0.4573,0.0,0.0,100.0
12,9,0,0,0,1,0,0.0,53.0,2.6,44.4
12,5,1,0,3,2,9,0.1028,15.6,4.6,79.8
13,10,0,0,5,2,4,0.9339,91.0,0.0,9.0
14,14,0,1,3,8,7,0.6601,36.0,0.4,63.6
12,8,0,0,4,1,8,0.3315,34.8,1.8,63.4
5,3,1,0,5,5,8,0.2836,0.4,0.0,99.6
14,2,1,0,5,6,8,0.5528,24.0,8.6,67.4
13,3,0,0,4,8,9,0.1533,0.4,0.4,99.2
12,3,0,0,3,4,8,0.4823,28.2,5.2,66.6
11,9,0,0,0,7,0,0.0,12.0,4.0,84.0
7,4,1,0,0,5,0,0.0,13.4,1.2,85.4
3,2,0,0,3,8,8,0.1832,7.6,1.8,90.6
11,4,0,0,4,3,7,0.6107,62.2,0.6,37.2
14,8,0,0,4,3,9,0.147,10.8,1.0,88.2
7,7,0,1,3,8,7,0.5935,7.8,0.8,91.4
11,2,0,0,4,8,9,0.162,0.0,0.0,100.0
14,11,0,0,0,2,0,0.0,45.0,2.8,52.2
10,10,0,1,5,6,6,0.7473,68.0,0.0,32.0
10,8,0,0,5,3,7,0.6395,0.0,5.2,94.8
8,4,0,0,3,8,8,0.254,7.0,1.4,91.6
13,5,0,0,5,8,8,0.2884,0.2,0.0,99.8
9,3,0,0,5,6,7,0.5893,9.2,5.4,85.4
10,8,0,0,4,4,9,0.0102,4.8,7.6,87.6
14,7,1,0,4,1,9,0.1262,39.8,1.4,58.8
9,6,0,0,5,6,3,0.9641,91.6,1.8,6.6
11,3,0,0,0,6,0,0.0,12.2,3.2,84.6
9,2,0,0,4,3,8,0.1847,20.2,0.2,79.6
10,3,1,0,5,4,4,0.8826,87.0,0.0,13.0
5,4,1,0,3,7,8,0.2767,8.6,2.6,88.8
9,3,0,0,4,6,8,0.3986,7.0,0.4,92.6
12,4,0,0,3,6,9,0.145,4.2,1.8,94.0
8,3,0,0,4,6,8,0.4917,0.0,0.2,99.8
14,8,1,0,0,7,0,0.0,14.2,3.2,82.6
11,8,0,0,0,7,0,0.0,11.0,3.2,85.8
11,3,0,0,3,4,8,0.2211,16.4,2.2,81.4
10,5,0,0,3,8,9,0.0426,0.6,0.4,99.0
6,2,1,0,3,3,9,0.0862,5.6,5.2,89.2
9,3,0,0,0,2,0,0.0,21.4,3.4,75.2
6,3,1,0,3,4,6,0.7109,68.2,9.8,22.0
14,12,0,0,5,5,8,0.5536,51.6,0.6,47.8
9,8,0,0,4,8,9,0.1479,0.2,0.2,99.6
4,2,0,0,0,8,0,0.0,5.4,2.4,92.2
11,3,1,0,3,2,8,0.2091,32.4,2.2,65.4
5,4,0,0,5,3,8,0.2431,11.4,1.0,87.6
11,4,0,0,4,4,9,0.0557,0.8,0.2,99.0
14,4,0,0,3,5,8,0.5378,35.6,7.4,57.0
12,7,0,0,3,4,8,0.4899,32.4,4.4,63.2
12,9,1,0,5,2,8,0.2734,6.6,0.2,93.2
13,7,0,0,5,5,8,0.3391,2.2,0.2,97.6
12,9,1,0,0,8,0,0.0,12.2,5.0,82.8
9,7,0,0,4,5,8,0.5314,3.6,0.2,96.2
10,3,0,0,0,4,0,0.0,12.4,3.0,84.6
12,4,1,0,0,8,0,0.0,10.2,3.6,86.2
3,2,0,0,4,4,8,0.2219,9.6,1.6,88.8
7,5,0,0,4,4,8,0.2852,11.2,3.0,85.8
13,3,0,0,4,2,8,0.5076,66.4,4.2,29.4
12,2,0,0,5,2,7,0.6217,80.4,1.2,18.4
8,5,1,0,5,8,5,0.785,0.0,15.8,84.2
11,10,1,0,3,8,8,0.4146,11.4,0.2,88.4
12,3,0,0,5,1,8,0.2222,44.6,0.4,55.0
12,11,1,0,5,1,8,0.3636,26.4,0.4,73.2
8,6,1,0,3,4,8,0.3537,22.2,2.4,75.4
11,7,0,0,0,8,0,0.0,8.2,3.8,88.0
6,4,1,0,3,2,8,0.1722,10.6,2.6,86.8
7,4,0,0,0,2,0,0.0,24.2,3.6,72.2
13,10,0,0,5,5,8,0.338,0.0,0.0,100.0
14,12,0,0,5,8,9,0.1689,0.0,0.0,100.0
8,5,0,0,0,3,0,0.0,19.4,4.2,76.4
7,4,0,0,0,1,0,0.0,34.2,4.6,61.2
14,5,0,0,4,3,8,0.195,11.4,3.8,84.8
11,5,0,0,4,6,8,0.1809,2.0,0.4,97.6
12,10,0,0,5,5,5,0.7853,95.8,4.2,0.0
10,6,0,0,5,7,9,0.0887,0.0,0.0,100.0
14,12,0,0,3,5,8,0.5442,44.8,3.4,51.8
13,2,0,0,0,1,0,0.0,47.0,5.2,47.8
13,7,0,0,3,5,8,0.5192,26.8,4.8,68.4
12,5,0,0,3,8,6,0.7643,46.4,13.8,39.8
5,4,0,0,0,6,0,0.0,8.6,1.6,89.8
12,8,0,0,5,4,8,0.244,0.0,0.0,100.0
10,9,0,0,0,2,0,0.0,33.6,4.4,62.0
3,2,0,0,5,6,9,0.0462,0.0,0.0,100.0
13,10,1,0,3,5,7,0.6478,68.8,1.2,30.0
14,5,0,0,0,1,0,0.0,59.6,3.4,37.0
14,14,0,1,5,4,8,0.5533,44.0,0.2,55.8
9,7,0,0,3,5,7,0.5937,43.6,3.4,53.0
13,6,1,0,5,5,3,0.9751,95.4,1.2,3.4
5,5,0,1,4,1,8,0.2616,64.0,2.2,33.8
12,10,0,0,5,2,5,0.7856,98.8,1.2,0.0
14,6,0,0,4,6,9,0.1537,7.6,9.2,83.2
12,8,1,0,3,8,9,0.093,4.0,1.2,94.8
11,8,0,0,0,5,0,0.0,14.8,2.8,82.4
7,5,0,0,0,2,0,0.0,25.8,4.4,69.8
14,13,0,0,4,4,6,0.783,75.6,3.2,21.2
13,9,0,0,5,7,8,0.4065,13.2,0.0,86.8
14,9,0,0,0,5,0,0.0,19.2,3.2,77.6
11,6,1,0,4,6,8,0.3097,11.2,0.8,88.0
6,2,1,0,5,4,8,0.3432,0.0,0.0,100.0
11,5,0,0,4,6,8,0.4784,1.6,0.6,97.8
12,9,0,0,0,5,0,0.0,16.0,3.0,81.0
13,12,1,0,5,5,8,0.3184,0.2,0.0,99.8
4,2,0,0,5,7,8,0.4936,0.0,0.0,100.0
14,9,0,0,3,4,8,0.4015,33.8,2.2,64.0
12,10,0,0,4,2,8,0.2814,17.0,5.6,77.4
9,7,1,0,4,1,8,0.2668,25.6,3.4,71.0
13,4,0,0,5,2,8,0.2294,17.4,3.8,78.8
11,4,0,0,5,1,3,0.9716,99.4,0.0,0.6
7,3,1,0,0,7,0,0.0,8.4,1.6,90.0
7,5,0,0,4,5,8,0.521,0.8,1.6,97.6
8,4,1,0,4,7,9,0.14,0.0,0.0,100.0
11,7,0,0,5,7,5,0.7852,32.8,60.6,6.6
13,7,0,0,5,7,8,0.4656,0.0,0.0,100.0
9,4,0,0,3,4,8,0.3321,4.0,3.2,92.8
11,2,0,0,4,5,8,0.4492,18.2,4.4,77.4
13,9,0,0,3,4,6,0.7293,15.2,12.0,72.8
5,4,1,0,5,1,9,0.1028,2.0,3.0,95.0
13,11,1,0,3,8,8,0.511,10.0,2.6,87.4
12,7,1,0,3,8,9,0.06,4.4,8.2,87.4
6,5,0,0,3,2,8,0.2703,37.0,4.0,59.0
14,6,1,0,4,7,9,0.112,4.0,4.6,91.4
10,6,0,0,3,3,8,0.3141,31.8,1.4,66.8
12,7,0,0,4,4,7,0.5702,34.8,4.2,61.0
9,6,0,0,4,4,8,0.4032,10.6,4.6,84.8
8,7,0,0,5,4,6,0.7306,77.8,9.4,12.8
14,14,0,1,3,4,8,0.5469,42.6,6.2,51.2
13,11,0,0,4,2,8,0.4575,57.6,1.0,41.4
10,6,1,0,4,5,7,0.6028,44.8,1.2,54.0
10,2,0,0,4,8,7,0.632,0.2,5.8,94.0
11,9,0,0,5,2,8,0.5398,8.6,0.2,91.2
12,12,0,1,4,6,7,0.6297,35.2,0.4,64.4
14,11,0,0,4,8,9,0.1709,8.2,0.8,91.0
14,3,0,0,5,7,7,0.5661,1.4,0.0,98.6
12,3,1,0,0,2,0,0.0,25.6,2.6,71.8
14,8,1,0,3,2,9,0.1565,25.2,2.2,72.6
4,3,0,0,5,8,7,0.5998,1.6,3.6,94.8
2,2,0,1,4,5,7,0.5643,5.6,0.0,94.4
13,2,0,0,5,1,9,0.1048,20.4,3.4,76.2
10,9,0,0,0,7,0,0.0,11.6,1.8,86.6
13,6,0,0,0,1,0,0.0,49.8,3.6,46.6
12,2,0,0,0,4,0,0.0,14.4,1.8,83.8
5,3,1,0,3,2,9,0.0,50.4,1.2,48.4
8,7,0,0,4,3,9,0.1565,1.2,0.6,98.2
13,2,0,0,5,7,9,0.164,0.0,0.0,100.0
4,3,0,0,3,5,8,0.2257,11.0,2.8,86.2
8,6,0,0,3,8,7,0.5947,5.6,5.0,89.4
14,2,1,0,0,4,0,0.0,20.6,4.2,75.2
9,7,0,0,5,1,8,0.3932,33.8,0.2,66.0
9,7,0,0,5,1,9,0.1478,17.4,0.6,82.0
8,5,0,0,5,5,7,0.5965,0.0,0.0,100.0
12,10,0,0,4,4,8,0.1856,6.6,1.2,92.2
14,4,1,0,5,2,8,0.3758,15.6,4.8,79.6
11,10,0,0,4,7,8,0.3983,7.2,1.2,91.6
10,5,1,0,0,5,0,0.0,14.2,2.0,83.8
3,2,0,0,3,8,6,0.6871,1.2,3.8,95.0
12,6,1,0,3,6,8,0.4669,24.2,3.0,72.8
12,5,1,0,4,1,8,0.4847,72.4,3.8,23.8
13,2,0,0,3,8,8,0.4969,15.0,3.8,81.2
9,4,0,0,5,8,8,0.2107,0.0,0.0,100.0
13,5,1,0,5,5,9,0.1037,0.0,0.0,100.0
14,7,0,0,3,5,8,0.5342,41.8,5.2,53.0
7,5,1,0,4,5,9,0.1311,18.0,0.0,82.0
14,7,0,0,3,7,8,0.342,17.2,1.4,81.4
10,6,1,0,5,1,9,0.1441,16.0,4.6,79.4
6,2,1,0,4,3,5,0.7845,81.2,7.2,11.6
12,3,1,0,4,3,9,0.1453,4.8,0.8,94.4
10,3,1,0,0,2,0,0.0,29.2,5.2,65.6
7,2,0,0,3,1,6,0.7174,88.4,3.4,8.2
14,3,0,0,5,1,7,0.5646,50.0,10.6,39.4
12,4,0,0,5,4,7,0.6323,22.4,9.0,68.6
12,10,0,0,3,1,9,0.1408,38.0,3.4,58.6
14,5,0,0,4,2,8,0.3719,24.8,4.4,70.8
12,5,0,0,5,8,9,0.1418,0.0,0.0,100.0
14,5,0,0,5,8,8,0.464,0.0,0.0,100.0
12,11,0,0,3,3,9,0.0568,25.2,1.0,73.8
11,7,0,0,4,6,9,0.162,1.0,0.0,99.0
12,5,0,0,4,7,9,0.1489,17.2,7.2,75.6
10,5,0,0,3,5,9,0.1155,4.4,2.4,93.2
8,5,0,0,0,6,0,0.0,10.4,2.6,87.0
9,7,1,0,3,5,6,0.7702,5.8,9.6,84.6
14,2,0,0,0,8,0,0.0,9.2,2.8,88.0
12,6,1,0,0,6,0,0.0,15.4,3.8,80.8
13,13,0,1,5,3,6,0.7753,82.0,0.0,18.0
5,5,0,1,5,1,6,0.7045,89.2,0.0,10.8
7,7,0,1,3,3,7,0.5934,28.6,2.0,69.4
3,2,0,0,5,7,8,0.2107,0.0,0.0,100.0
11,5,0,0,0,2,0,0.0,26.0,3.6,70.4
11,2,0,0,0,2,0,0.0,27.8,4.4,67.8
11,10,1,0,4,6,8,0.4472,29.6,0.8,69.6
12,4,1,0,3,5,7,0.5629,7.8,6.0,86.2
11,9,0,0,4,7,9,0.0315,2.8,0.0,97.2
12,8,0,0,3,4,9,0.0568,14.2,1.6,84.2
